college_code,branch,category,exam_type,cutoff_percentile,round_number,seats_available
GCEA,Civil Engineering,TFWS,CET,74.18,2,90
GCEA,Electrical Engineering,OPEN,CET,79.67,1,30
GCEA,Electrical Engineering,OPEN,CET,79.25,2,30
GCEA,Electrical Engineering,OBC,CET,75.17,1,90
GCEA,Electrical Engineering,OBC,CET,74.56,2,30
GCEA,Electrical Engineering,SC,CET,64.54,1,90
GCEA,Electrical Engineering,SC,CET,64.16,2,60
GCEA,Electrical Engineering,ST,CET,59.22,1,30
GCEA,Electrical Engineering,ST,CET,58.88,2,60
GCEA,Electrical Engineering,EWS,CET,76.2,1,90
GCEA,Electrical Engineering,EWS,CET,75.87,2,120
GCEA,Electrical Engineering,TFWS,CET,77.73,1,30
GCEA,Electrical Engineering,TFWS,CET,77.23,2,90
WCE,Computer Engineering,OPEN,CET,93.14,1,90
WCE,Computer Engineering,OPEN,CET,92.75,2,120
WCE,Computer Engineering,OBC,CET,89.09,1,30
WCE,Computer Engineering,OBC,CET,88.72,2,90
WCE,Computer Engineering,SC,CET,77.82,1,30
WCE,Computer Engineering,SC,CET,77.05,2,120
WCE,Computer Engineering,ST,CET,73.0,1,90
WCE,Computer Engineering,ST,CET,72.44,2,90
WCE,Computer Engineering,EWS,CET,89.91,1,60
WCE,Computer Engineering,EWS,CET,89.12,2,30
WCE,Computer Engineering,TFWS,CET,90.87,1,90
WCE,Computer Engineering,TFWS,CET,90.35,2,90
WCE,Information Technology,OPEN,CET,92.21,1,60
WCE,Information Technology,OPEN,CET,91.73,2,90
WCE,Information Technology,OBC,CET,88.18,1,60
WCE,Information Technology,OBC,CET,87.66,2,30
WCE,Information Technology,SC,CET,76.92,1,60
WCE,Information Technology,SC,CET,76.24,2,90
WCE,Information Technology,ST,CET,71.89,1,120
WCE,Information Technology,ST,CET,71.15,2,120
WCE,Information Technology,EWS,CET,88.66,1,90
WCE,Information Technology,EWS,CET,87.93,2,90
WCE,Information Technology,TFWS,CET,89.72,1,120
WCE,Information Technology,TFWS,CET,89.17,2,120
WCE,Mechanical Engineering,OPEN,CET,84.67,1,120
WCE,Mechanical Engineering,OPEN,CET,83.98,2,30
WCE,Mechanical Engineering,OBC,CET,80.68,1,120
WCE,Mechanical Engineering,OBC,CET,80.18,2,30
WCE,Mechanical Engineering,SC,CET,69.55,1,30
WCE,Mechanical Engineering,SC,CET,69.01,2,60
WCE,Mechanical Engineering,ST,CET,64.15,1,60
WCE,Mechanical Engineering,ST,CET,63.6,2,30
WCE,Mechanical Engineering,EWS,CET,81.22,1,60
WCE,Mechanical Engineering,EWS,CET,80.85,2,60
WCE,Mechanical Engineering,TFWS,CET,82.48,1,60
WCE,Mechanical Engineering,TFWS,CET,82.04,2,90
WCE,Electronics & Telecommunication,OPEN,CET,86.93,1,60
WCE,Electronics & Telecommunication,OPEN,CET,86.45,2,90
WCE,Electronics & Telecommunication,OBC,CET,82.67,1,30
WCE,Electronics & Telecommunication,OBC,CET,82.01,2,90
WCE,Electronics & Telecommunication,SC,CET,71.92,1,60
WCE,Electronics & Telecommunication,SC,CET,71.43,2,30
WCE,Electronics & Telecommunication,ST,CET,67.07,1,90
WCE,Electronics & Telecommunication,ST,CET,66.44,2,90
WCE,Electronics & Telecommunication,EWS,CET,83.77,1,120
WCE,Electronics & Telecommunication,EWS,CET,83.01,2,60
WCE,Electronics & Telecommunication,TFWS,CET,85.11,1,60
WCE,Electronics & Telecommunication,TFWS,CET,84.35,2,30
WCE,Civil Engineering,OPEN,CET,80.62,1,30
WCE,Civil Engineering,OPEN,CET,80.0,2,90
WCE,Civil Engineering,OBC,CET,76.72,1,30
WCE,Civil Engineering,OBC,CET,76.12,2,120
WCE,Civil Engineering,SC,CET,65.46,1,30
WCE,Civil Engineering,SC,CET,64.73,2,30
WCE,Civil Engineering,ST,CET,60.69,1,90
WCE,Civil Engineering,ST,CET,59.93,2,90
WCE,Civil Engineering,EWS,CET,77.3,1,90
WCE,Civil Engineering,EWS,CET,76.56,2,60
WCE,Civil Engineering,TFWS,CET,78.62,1,30
WCE,Civil Engineering,TFWS,CET,77.86,2,90
