college_code,branch,category,exam_type,cutoff_percentile,round_number,seats_available
COEP,Electrical Engineering,ST,CET,75.93,1,90
COEP,Electrical Engineering,ST,CET,75.57,2,90
COEP,Electrical Engineering,EWS,CET,93.31,1,90
COEP,Electrical Engineering,EWS,CET,92.65,2,60
COEP,Electrical Engineering,TFWS,CET,94.37,1,90
COEP,Electrical Engineering,TFWS,CET,94.03,2,30
VIT,Computer Engineering,OPEN,CET,97.66,1,30
VIT,Computer Engineering,OPEN,CET,96.88,2,60
VIT,Computer Engineering,OBC,CET,93.68,1,60
VIT,Computer Engineering,OBC,CET,93.09,2,30
VIT,Computer Engineering,SC,CET,83.07,1,60
VIT,Computer Engineering,SC,CET,82.45,2,90
VIT,Computer Engineering,ST,CET,77.94,1,120
VIT,Computer Engineering,ST,CET,77.39,2,90
VIT,Computer Engineering,EWS,CET,95.02,1,120
VIT,Computer Engineering,EWS,CET,94.31,2,120
VIT,Computer Engineering,TFWS,CET,96.0,1,60
VIT,Computer Engineering,TFWS,CET,95.4,2,60
VIT,Information Technology,OPEN,CET,97.02,1,60
VIT,Information Technology,OPEN,CET,96.28,2,60
VIT,Information Technology,OBC,CET,93.12,1,30
VIT,Information Technology,OBC,CET,92.44,2,30
VIT,Information Technology,SC,CET,82.12,1,90
VIT,Information Technology,SC,CET,81.72,2,120
VIT,Information Technology,ST,CET,77.34,1,120
VIT,Information Technology,ST,CET,76.77,2,90
VIT,Information Technology,EWS,CET,94.21,1,120
VIT,Information Technology,EWS,CET,93.46,2,120
VIT,Information Technology,TFWS,CET,95.1,1,120
VIT,Information Technology,TFWS,CET,94.66,2,60
VIT,Mechanical Engineering,OPEN,CET,93.59,1,90
VIT,Mechanical Engineering,OPEN,CET,93.0,2,120
VIT,Mechanical Engineering,OBC,CET,89.5,1,90
VIT,Mechanical Engineering,OBC,CET,88.88,2,30
VIT,Mechanical Engineering,SC,CET,78.86,1,90
VIT,Mechanical Engineering,SC,CET,78.22,2,90
VIT,Mechanical Engineering,ST,CET,73.66,1,120
VIT,Mechanical Engineering,ST,CET,73.22,2,120
VIT,Mechanical Engineering,EWS,CET,90.88,1,30
VIT,Mechanical Engineering,EWS,CET,90.23,2,90
VIT,Mechanical Engineering,TFWS,CET,91.88,1,60
VIT,Mechanical Engineering,TFWS,CET,91.37,2,90
VIT,Electronics & Telecommunication,OPEN,CET,95.76,1,30
VIT,Electronics & Telecommunication,OPEN,CET,95.07,2,120
VIT,Electronics & Telecommunication,OBC,CET,91.55,1,90
VIT,Electronics & Telecommunication,OBC,CET,90.94,2,90
VIT,Electronics & Telecommunication,SC,CET,80.77,1,90
VIT,Electronics & Telecommunication,SC,CET,80.08,2,120
VIT,Electronics & Telecommunication,ST,CET,75.49,1,120
VIT,Electronics & Telecommunication,ST,CET,74.97,2,120
VIT,Electronics & Telecommunication,EWS,CET,92.44,1,30
VIT,Electronics & Telecommunication,EWS,CET,91.86,2,60
VIT,Electronics & Telecommunication,TFWS,CET,93.51,1,60
VIT,Electronics & Telecommunication,TFWS,CET,93.18,2,30
VIT,Civil Engineering,OPEN,CET,90.54,1,30
VIT,Civil Engineering,OPEN,CET,90.2,2,90
VIT,Civil Engineering,OBC,CET,86.65,1,60
VIT,Civil Engineering,OBC,CET,86.26,2,90
VIT,Civil Engineering,SC,CET,75.39,1,60
VIT,Civil Engineering,SC,CET,74.94,2,60
VIT,Civil Engineering,ST,CET,70.59,1,30
VIT,Civil Engineering,ST,CET,70.01,2,90
VIT,Civil Engineering,EWS,CET,87.56,1,30
VIT,Civil Engineering,EWS,CET,86.86,2,30
VIT,Civil Engineering,TFWS,CET,88.46,1,60
VIT,Civil Engineering,TFWS,CET,87.71,2,30
VIT,Electrical Engineering,OPEN,CET,92.34,1,60
VIT,Electrical Engineering,OPEN,CET,91.82,2,60
VIT,Electrical Engineering,OBC,CET,88.52,1,120
VIT,Electrical Engineering,OBC,CET,88.02,2,120
VIT,Electrical Engineering,SC,CET,77.36,1,90
VIT,Electrical Engineering,SC,CET,76.92,2,30
VIT,Electrical Engineering,ST,CET,72.51,1,120
VIT,Electrical Engineering,ST,CET,72.19,2,120
VIT,Electrical Engineering,EWS,CET,89.59,1,120
VIT,Electrical Engineering,EWS,CET,88.97,2,60
VIT,Electrical Engineering,TFWS,CET,90.6,1,90
VIT,Electrical Engineering,TFWS,CET,89.93,2,120
PICT,Computer Engineering,OPEN,CET,97.36,1,90
PICT,Computer Engineering,OPEN,CET,96.75,2,30
PICT,Computer Engineering,OBC,CET,92.86,1,90
PICT,Computer Engineering,OBC,CET,92.36,2,60
PICT,Computer Engineering,SC,CET,82.28,1,30
PICT,Computer Engineering,SC,CET,81.89,2,30
PICT,Computer Engineering,ST,CET,77.33,1,90
PICT,Computer Engineering,ST,CET,76.67,2,60
PICT,Computer Engineering,EWS,CET,94.13,1,120
PICT,Computer Engineering,EWS,CET,93.6,2,90
PICT,Computer Engineering,TFWS,CET,95.13,1,60
PICT,Computer Engineering,TFWS,CET,94.64,2,120
PICT,Information Technology,OPEN,CET,96.26,1,90
PICT,Information Technology,OPEN,CET,95.76,2,90
PICT,Information Technology,OBC,CET,92.27,1,120
PICT,Information Technology,OBC,CET,91.69,2,30
PICT,Information Technology,SC,CET,81.6,1,30
PICT,Information Technology,SC,CET,80.97,2,30
PICT,Information Technology,ST,CET,76.46,1,120
PICT,Information Technology,ST,CET,75.97,2,30
PICT,Information Technology,EWS,CET,93.19,1,90
PICT,Information Technology,EWS,CET,92.74,2,90
PICT,Information Technology,TFWS,CET,94.46,1,60
PICT,Information Technology,TFWS,CET,93.82,2,120
PICT,Mechanical Engineering,OPEN,CET,91.85,1,60
PICT,Mechanical Engineering,OPEN,CET,91.29,2,60
PICT,Mechanical Engineering,OBC,CET,87.61,1,120
PICT,Mechanical Engineering,OBC,CET,87.17,2,120
PICT,Mechanical Engineering,SC,CET,76.56,1,90
PICT,Mechanical Engineering,SC,CET,75.97,2,30
PICT,Mechanical Engineering,ST,CET,71.59,1,90
PICT,Mechanical Engineering,ST,CET,70.93,2,90
PICT,Mechanical Engineering,EWS,CET,88.69,1,90
PICT,Mechanical Engineering,EWS,CET,88.28,2,120
PICT,Mechanical Engineering,TFWS,CET,89.62,1,30
PICT,Mechanical Engineering,TFWS,CET,89.15,2,120
PICT,Electronics & Telecommunication,OPEN,CET,94.28,1,60
PICT,Electronics & Telecommunication,OPEN,CET,93.62,2,90
PICT,Electronics & Telecommunication,OBC,CET,90.26,1,30
PICT,Electronics & Telecommunication,OBC,CET,89.72,2,60
PICT,Electronics & Telecommunication,SC,CET,78.98,1,60
PICT,Electronics & Telecommunication,SC,CET,78.5,2,120
PICT,Electronics & Telecommunication,ST,CET,74.08,1,30
PICT,Electronics & Telecommunication,ST,CET,73.73,2,90
PICT,Electronics & Telecommunication,EWS,CET,91.19,1,60
PICT,Electronics & Telecommunication,EWS,CET,90.51,2,90
PICT,Electronics & Telecommunication,TFWS,CET,91.94,1,90
PICT,Electronics & Telecommunication,TFWS,CET,91.29,2,120
PICT,Civil Engineering,OPEN,CET,87.38,1,90
PICT,Civil Engineering,OPEN,CET,86.85,2,90
PICT,Civil Engineering,OBC,CET,83.54,1,90
PICT,Civil Engineering,OBC,CET,83.1,2,120
PICT,Civil Engineering,SC,CET,72.49,1,90
PICT,Civil Engineering,SC,CET,71.75,2,90
PICT,Civil Engineering,ST,CET,67.58,1,90
PICT,Civil Engineering,ST,CET,67.2,2,60
PICT,Civil Engineering,EWS,CET,84.62,1,90
PICT,Civil Engineering,EWS,CET,84.04,2,90
PICT,Civil Engineering,TFWS,CET,85.59,1,120
PICT,Civil Engineering,TFWS,CET,85.11,2,30
PICT,Electrical Engineering,OPEN,CET,90.69,1,60
PICT,Electrical Engineering,OPEN,CET,90.0,2,90
PICT,Electrical Engineering,OBC,CET,86.68,1,60
PICT,Electrical Engineering,OBC,CET,86.17,2,60
PICT,Electrical Engineering,SC,CET,75.43,1,90
PICT,Electrical Engineering,SC,CET,74.91,2,90
PICT,Electrical Engineering,ST,CET,70.31,1,120
PICT,Electrical Engineering,ST,CET,69.61,2,120
PICT,Electrical Engineering,EWS,CET,87.68,1,120
PICT,Electrical Engineering,EWS,CET,87.05,2,120
PICT,Electrical Engineering,TFWS,CET,88.73,1,60
PICT,Electrical Engineering,TFWS,CET,87.94,2,30
PCCOE,Computer Engineering,OPEN,CET,94.83,1,90
PCCOE,Computer Engineering,OPEN,CET,94.03,2,60
PCCOE,Computer Engineering,OBC,CET,90.8,1,120
PCCOE,Computer Engineering,OBC,CET,90.48,2,120
PCCOE,Computer Engineering,SC,CET,79.52,1,120
PCCOE,Computer Engineering,SC,CET,79.17,2,30
PCCOE,Computer Engineering,ST,CET,74.78,1,30
PCCOE,Computer Engineering,ST,CET,74.15,2,30
PCCOE,Computer Engineering,EWS,CET,91.95,1,30
PCCOE,Computer Engineering,EWS,CET,91.18,2,120
PCCOE,Computer Engineering,TFWS,CET,92.84,1,30
PCCOE,Computer Engineering,TFWS,CET,92.3,2,120
PCCOE,Information Technology,OPEN,CET,94.22,1,90
PCCOE,Information Technology,OPEN,CET,93.76,2,30
PCCOE,Information Technology,OBC,CET,90.04,1,30
PCCOE,Information Technology,OBC,CET,89.37,2,90
PCCOE,Information Technology,SC,CET,79.15,1,120
PCCOE,Information Technology,SC,CET,78.63,2,60
PCCOE,Information Technology,ST,CET,74.01,1,120
PCCOE,Information Technology,ST,CET,73.47,2,60
PCCOE,Information Technology,EWS,CET,91.02,1,90
PCCOE,Information Technology,EWS,CET,90.37,2,120
PCCOE,Information Technology,TFWS,CET,91.83,1,60
PCCOE,Information Technology,TFWS,CET,91.46,2,60
PCCOE,Mechanical Engineering,OPEN,CET,87.46,1,60
PCCOE,Mechanical Engineering,OPEN,CET,87.04,2,90
PCCOE,Mechanical Engineering,OBC,CET,83.79,1,30
PCCOE,Mechanical Engineering,OBC,CET,83.45,2,60
PCCOE,Mechanical Engineering,SC,CET,72.33,1,90
PCCOE,Mechanical Engineering,SC,CET,71.95,2,90
PCCOE,Mechanical Engineering,ST,CET,67.89,1,120
PCCOE,Mechanical Engineering,ST,CET,67.16,2,60
PCCOE,Mechanical Engineering,EWS,CET,84.49,1,120
PCCOE,Mechanical Engineering,EWS,CET,83.97,2,30
PCCOE,Mechanical Engineering,TFWS,CET,85.87,1,30
PCCOE,Mechanical Engineering,TFWS,CET,85.47,2,30
PCCOE,Electronics & Telecommunication,OPEN,CET,90.2,1,60
PCCOE,Electronics & Telecommunication,OPEN,CET,89.5,2,120
PCCOE,Electronics & Telecommunication,OBC,CET,86.31,1,60
PCCOE,Electronics & Telecommunication,OBC,CET,85.82,2,30
PCCOE,Electronics & Telecommunication,SC,CET,75.11,1,90
PCCOE,Electronics & Telecommunication,SC,CET,74.72,2,120
PCCOE,Electronics & Telecommunication,ST,CET,69.94,1,90
PCCOE,Electronics & Telecommunication,ST,CET,69.29,2,30
PCCOE,Electronics & Telecommunication,EWS,CET,86.88,1,120
PCCOE,Electronics & Telecommunication,EWS,CET,86.37,2,30
PCCOE,Electronics & Telecommunication,TFWS,CET,87.85,1,60
PCCOE,Electronics & Telecommunication,TFWS,CET,87.07,2,60
PCCOE,Civil Engineering,OPEN,CET,83.35,1,60
PCCOE,Civil Engineering,OPEN,CET,82.89,2,60
PCCOE,Civil Engineering,OBC,CET,79.78,1,30
PCCOE,Civil Engineering,OBC,CET,79.19,2,60
PCCOE,Civil Engineering,SC,CET,68.81,1,90
PCCOE,Civil Engineering,SC,CET,68.31,2,90
PCCOE,Civil Engineering,ST,CET,63.57,1,90
PCCOE,Civil Engineering,ST,CET,63.08,2,90
PCCOE,Civil Engineering,EWS,CET,80.72,1,90
PCCOE,Civil Engineering,EWS,CET,80.28,2,30
PCCOE,Civil Engineering,TFWS,CET,81.37,1,90
PCCOE,Civil Engineering,TFWS,CET,81.03,2,120
PCCOE,Electrical Engineering,OPEN,CET,86.85,1,30
PCCOE,Electrical Engineering,OPEN,CET,86.21,2,60
PCCOE,Electrical Engineering,OBC,CET,82.33,1,30
PCCOE,Electrical Engineering,OBC,CET,81.68,2,60
PCCOE,Electrical Engineering,SC,CET,71.57,1,120
PCCOE,Electrical Engineering,SC,CET,71.01,2,30
PCCOE,Electrical Engineering,ST,CET,66.62,1,120
PCCOE,Electrical Engineering,ST,CET,65.85,2,90
PCCOE,Electrical Engineering,EWS,CET,83.53,1,30
PCCOE,Electrical Engineering,EWS,CET,82.76,2,90
PCCOE,Electrical Engineering,TFWS,CET,84.7,1,60
PCCOE,Electrical Engineering,TFWS,CET,84.24,2,30
MIT,Computer Engineering,OPEN,CET,94.34,1,120
MIT,Computer Engineering,OPEN,CET,93.96,2,60
MIT,Computer Engineering,OBC,CET,90.35,1,30
MIT,Computer Engineering,OBC,CET,89.8,2,120
MIT,Computer Engineering,SC,CET,79.35,1,120
MIT,Computer Engineering,SC,CET,79.03,2,30
MIT,Computer Engineering,ST,CET,74.39,1,120
MIT,Computer Engineering,ST,CET,73.87,2,60
MIT,Computer Engineering,EWS,CET,91.27,1,90
MIT,Computer Engineering,EWS,CET,90.97,2,120
MIT,Computer Engineering,TFWS,CET,92.19,1,30
MIT,Computer Engineering,TFWS,CET,91.57,2,60
MIT,Information Technology,OPEN,CET,93.68,1,30
MIT,Information Technology,OPEN,CET,93.24,2,120
MIT,Information Technology,OBC,CET,89.44,1,30
MIT,Information Technology,OBC,CET,88.89,2,60
MIT,Information Technology,SC,CET,78.13,1,60
MIT,Information Technology,SC,CET,77.64,2,90
MIT,Information Technology,ST,CET,73.49,1,90
MIT,Information Technology,ST,CET,72.88,2,120
MIT,Information Technology,EWS,CET,90.28,1,30
MIT,Information Technology,EWS,CET,89.78,2,90
MIT,Information Technology,TFWS,CET,91.53,1,60
MIT,Information Technology,TFWS,CET,90.93,2,30
MIT,Mechanical Engineering,OPEN,CET,86.53,1,30
MIT,Mechanical Engineering,OPEN,CET,85.75,2,120
MIT,Mechanical Engineering,OBC,CET,82.69,1,60
MIT,Mechanical Engineering,OBC,CET,82.22,2,30
MIT,Mechanical Engineering,SC,CET,71.72,1,30
MIT,Mechanical Engineering,SC,CET,71.36,2,30
MIT,Mechanical Engineering,ST,CET,66.74,1,30
MIT,Mechanical Engineering,ST,CET,66.35,2,60
MIT,Mechanical Engineering,EWS,CET,83.65,1,30
MIT,Mechanical Engineering,EWS,CET,83.12,2,60
MIT,Mechanical Engineering,TFWS,CET,84.37,1,60
MIT,Mechanical Engineering,TFWS,CET,84.04,2,60
MIT,Electronics & Telecommunication,OPEN,CET,89.18,1,60
MIT,Electronics & Telecommunication,OPEN,CET,88.49,2,90
MIT,Electronics & Telecommunication,OBC,CET,85.37,1,30
MIT,Electronics & Telecommunication,OBC,CET,85.0,2,30
MIT,Electronics & Telecommunication,SC,CET,74.05,1,30
MIT,Electronics & Telecommunication,SC,CET,73.47,2,120
MIT,Electronics & Telecommunication,ST,CET,69.02,1,30
MIT,Electronics & Telecommunication,ST,CET,68.65,2,60
MIT,Electronics & Telecommunication,EWS,CET,85.92,1,60
MIT,Electronics & Telecommunication,EWS,CET,85.24,2,90
MIT,Electronics & Telecommunication,TFWS,CET,86.92,1,30
MIT,Electronics & Telecommunication,TFWS,CET,86.62,2,90
MIT,Civil Engineering,OPEN,CET,82.57,1,90
MIT,Civil Engineering,OPEN,CET,81.84,2,120
MIT,Civil Engineering,OBC,CET,78.49,1,120
MIT,Civil Engineering,OBC,CET,77.9,2,90
MIT,Civil Engineering,SC,CET,67.37,1,30
MIT,Civil Engineering,SC,CET,66.92,2,30
MIT,Civil Engineering,ST,CET,62.39,1,60
MIT,Civil Engineering,ST,CET,62.05,2,90
MIT,Civil Engineering,EWS,CET,79.52,1,120
MIT,Civil Engineering,EWS,CET,78.94,2,30
MIT,Civil Engineering,TFWS,CET,80.86,1,120
MIT,Civil Engineering,TFWS,CET,80.51,2,120
MIT,Electrical Engineering,OPEN,CET,85.35,1,30
MIT,Electrical Engineering,OPEN,CET,84.95,2,90
MIT,Electrical Engineering,OBC,CET,81.55,1,30
MIT,Electrical Engineering,OBC,CET,80.8,2,90
MIT,Electrical Engineering,SC,CET,70.34,1,120
MIT,Electrical Engineering,SC,CET,70.04,2,30
MIT,Electrical Engineering,ST,CET,65.88,1,60
MIT,Electrical Engineering,ST,CET,65.2,2,90
MIT,Electrical Engineering,EWS,CET,82.43,1,90
MIT,Electrical Engineering,EWS,CET,82.07,2,120
MIT,Electrical Engineering,TFWS,CET,83.76,1,120
MIT,Electrical Engineering,TFWS,CET,83.03,2,120
GCEA,Computer Engineering,OPEN,CET,90.81,1,90
GCEA,Computer Engineering,OPEN,CET,90.4,2,90
GCEA,Computer Engineering,OBC,CET,86.87,1,120
GCEA,Computer Engineering,OBC,CET,86.23,2,60
GCEA,Computer Engineering,SC,CET,75.81,1,120
GCEA,Computer Engineering,SC,CET,75.13,2,30
GCEA,Computer Engineering,ST,CET,70.44,1,120
GCEA,Computer Engineering,ST,CET,69.77,2,120
GCEA,Computer Engineering,EWS,CET,87.5,1,120
GCEA,Computer Engineering,EWS,CET,86.75,2,90
GCEA,Computer Engineering,TFWS,CET,88.9,1,30
GCEA,Computer Engineering,TFWS,CET,88.45,2,90
GCEA,Information Technology,OPEN,CET,89.84,1,90
GCEA,Information Technology,OPEN,CET,89.19,2,120
GCEA,Information Technology,OBC,CET,85.74,1,30
GCEA,Information Technology,OBC,CET,85.17,2,90
GCEA,Information Technology,SC,CET,74.53,1,90
GCEA,Information Technology,SC,CET,74.15,2,30
GCEA,Information Technology,ST,CET,69.57,1,90
GCEA,Information Technology,ST,CET,68.86,2,90
GCEA,Information Technology,EWS,CET,86.78,1,30
GCEA,Information Technology,EWS,CET,86.43,2,30
GCEA,Information Technology,TFWS,CET,87.59,1,120
GCEA,Information Technology,TFWS,CET,87.09,2,120
GCEA,Mechanical Engineering,OPEN,CET,80.52,1,90
GCEA,Mechanical Engineering,OPEN,CET,80.01,2,120
GCEA,Mechanical Engineering,OBC,CET,76.39,1,120
GCEA,Mechanical Engineering,OBC,CET,76.01,2,120
GCEA,Mechanical Engineering,SC,CET,65.71,1,90
GCEA,Mechanical Engineering,SC,CET,65.28,2,30
GCEA,Mechanical Engineering,ST,CET,60.75,1,90
GCEA,Mechanical Engineering,ST,CET,59.97,2,120
GCEA,Mechanical Engineering,EWS,CET,77.62,1,120
GCEA,Mechanical Engineering,EWS,CET,77.31,2,120
GCEA,Mechanical Engineering,TFWS,CET,78.53,1,60
GCEA,Mechanical Engineering,TFWS,CET,77.77,2,120
GCEA,Electronics & Telecommunication,OPEN,CET,82.84,1,120
GCEA,Electronics & Telecommunication,OPEN,CET,82.15,2,120
GCEA,Electronics & Telecommunication,OBC,CET,78.82,1,120
GCEA,Electronics & Telecommunication,OBC,CET,78.08,2,120
GCEA,Electronics & Telecommunication,SC,CET,68.06,1,30
GCEA,Electronics & Telecommunication,SC,CET,67.38,2,60
GCEA,Electronics & Telecommunication,ST,CET,63.14,1,120
GCEA,Electronics & Telecommunication,ST,CET,62.77,2,60
GCEA,Electronics & Telecommunication,EWS,CET,80.1,1,120
GCEA,Electronics & Telecommunication,EWS,CET,79.77,2,30
GCEA,Electronics & Telecommunication,TFWS,CET,80.83,1,60
GCEA,Electronics & Telecommunication,TFWS,CET,80.04,2,30
GCEA,Civil Engineering,OPEN,CET,76.38,1,60
GCEA,Civil Engineering,OPEN,CET,75.99,2,30
GCEA,Civil Engineering,OBC,CET,72.54,1,60
GCEA,Civil Engineering,OBC,CET,72.1,2,60
GCEA,Civil Engineering,SC,CET,61.44,1,60
GCEA,Civil Engineering,SC,CET,61.11,2,60
GCEA,Civil Engineering,ST,CET,56.43,1,60
GCEA,Civil Engineering,ST,CET,56.0,2,120
GCEA,Civil Engineering,EWS,CET,73.31,1,30
GCEA,Civil Engineering,EWS,CET,72.59,2,120
GCEA,Civil Engineering,TFWS,CET,74.64,1,60
GCEA,Civil Engineering,TFWS,CET,74.0,2,30
GCEA,Electrical Engineering,OPEN,CET,79.54,1,60
GCEA,Electrical Engineering,OPEN,CET,79.14,2,120
GCEA,Electrical Engineering,OBC,CET,75.62,1,60
GCEA,Electrical Engineering,OBC,CET,75.02,2,30
GCEA,Electrical Engineering,SC,CET,64.38,1,120
GCEA,Electrical Engineering,SC,CET,63.72,2,30
GCEA,Electrical Engineering,ST,CET,59.32,1,90
GCEA,Electrical Engineering,ST,CET,58.89,2,90
GCEA,Electrical Engineering,EWS,CET,76.47,1,90
GCEA,Electrical Engineering,EWS,CET,76.05,2,30
GCEA,Electrical Engineering,TFWS,CET,77.88,1,30
GCEA,Electrical Engineering,TFWS,CET,77.45,2,90
WCE,Computer Engineering,OPEN,CET,93.01,1,60
WCE,Computer Engineering,OPEN,CET,92.45,2,30
WCE,Computer Engineering,OBC,CET,88.99,1,120
WCE,Computer Engineering,OBC,CET,88.31,2,90
WCE,Computer Engineering,SC,CET,78.38,1,30
WCE,Computer Engineering,SC,CET,77.84,2,120
WCE,Computer Engineering,ST,CET,73.13,1,120
WCE,Computer Engineering,ST,CET,72.56,2,30
WCE,Computer Engineering,EWS,CET,90.21,1,60
WCE,Computer Engineering,EWS,CET,89.83,2,60
WCE,Computer Engineering,TFWS,CET,91.33,1,30
WCE,Computer Engineering,TFWS,CET,90.58,2,30
WCE,Information Technology,OPEN,CET,92.17,1,90
WCE,Information Technology,OPEN,CET,91.59,2,120
WCE,Information Technology,OBC,CET,88.35,1,60
WCE,Information Technology,OBC,CET,87.78,2,120
WCE,Information Technology,SC,CET,77.14,1,60
WCE,Information Technology,SC,CET,76.38,2,120
WCE,Information Technology,ST,CET,71.92,1,30
WCE,Information Technology,ST,CET,71.49,2,60
WCE,Information Technology,EWS,CET,89.28,1,120
WCE,Information Technology,EWS,CET,88.89,2,30
WCE,Information Technology,TFWS,CET,90.08,1,120
WCE,Information Technology,TFWS,CET,89.63,2,30
WCE,Mechanical Engineering,OPEN,CET,84.56,1,60
WCE,Mechanical Engineering,OPEN,CET,83.99,2,30
WCE,Mechanical Engineering,OBC,CET,80.58,1,30
WCE,Mechanical Engineering,OBC,CET,79.93,2,60
WCE,Mechanical Engineering,SC,CET,69.62,1,30
WCE,Mechanical Engineering,SC,CET,69.24,2,30
WCE,Mechanical Engineering,ST,CET,64.39,1,30
WCE,Mechanical Engineering,ST,CET,64.05,2,120
WCE,Mechanical Engineering,EWS,CET,81.52,1,90
WCE,Mechanical Engineering,EWS,CET,81.19,2,90
WCE,Mechanical Engineering,TFWS,CET,82.62,1,30
WCE,Mechanical Engineering,TFWS,CET,82.29,2,90
WCE,Electronics & Telecommunication,OPEN,CET,87.04,1,120
WCE,Electronics & Telecommunication,OPEN,CET,86.58,2,30
WCE,Electronics & Telecommunication,OBC,CET,83.27,1,120
WCE,Electronics & Telecommunication,OBC,CET,82.63,2,120
WCE,Electronics & Telecommunication,SC,CET,71.95,1,30
WCE,Electronics & Telecommunication,SC,CET,71.54,2,120
WCE,Electronics & Telecommunication,ST,CET,66.83,1,90
WCE,Electronics & Telecommunication,ST,CET,66.38,2,60
WCE,Electronics & Telecommunication,EWS,CET,83.92,1,90
WCE,Electronics & Telecommunication,EWS,CET,83.37,2,120
WCE,Electronics & Telecommunication,TFWS,CET,84.89,1,60
WCE,Electronics & Telecommunication,TFWS,CET,84.39,2,30
WCE,Civil Engineering,OPEN,CET,80.56,1,90
WCE,Civil Engineering,OPEN,CET,80.09,2,60
WCE,Civil Engineering,OBC,CET,76.44,1,30
WCE,Civil Engineering,OBC,CET,76.01,2,90
WCE,Civil Engineering,SC,CET,65.6,1,120
WCE,Civil Engineering,SC,CET,65.3,2,90
WCE,Civil Engineering,ST,CET,60.33,1,120
WCE,Civil Engineering,ST,CET,59.78,2,120
WCE,Civil Engineering,EWS,CET,77.7,1,60
WCE,Civil Engineering,EWS,CET,77.22,2,60
WCE,Civil Engineering,TFWS,CET,78.33,1,60
WCE,Civil Engineering,TFWS,CET,77.76,2,90
