college_code,branch,category,exam_type,cutoff_percentile,round_number,seats_available
COEP,Civil Engineering,OBC,CET,89.58,2,90
COEP,Civil Engineering,SC,CET,79.13,1,30
COEP,Civil Engineering,SC,CET,78.68,2,120
COEP,Civil Engineering,ST,CET,74.26,1,90
COEP,Civil Engineering,ST,CET,73.95,2,120
COEP,Civil Engineering,EWS,CET,90.96,1,90
COEP,Civil Engineering,EWS,CET,90.35,2,120
COEP,Civil Engineering,TFWS,CET,92.41,1,30
COEP,Civil Engineering,TFWS,CET,91.8,2,90
COEP,Electrical Engineering,OPEN,CET,95.56,1,120
COEP,Electrical Engineering,OPEN,CET,95.13,2,60
COEP,Electrical Engineering,OBC,CET,91.69,1,60
COEP,Electrical Engineering,OBC,CET,91.31,2,90
COEP,Electrical Engineering,SC,CET,80.7,1,120
COEP,Electrical Engineering,SC,CET,79.94,2,120
COEP,Electrical Engineering,ST,CET,75.64,1,90
COEP,Electrical Engineering,ST,CET,75.06,2,30
COEP,Electrical Engineering,EWS,CET,92.7,1,90
COEP,Electrical Engineering,EWS,CET,92.13,2,60
COEP,Electrical Engineering,TFWS,CET,93.94,1,90
COEP,Electrical Engineering,TFWS,CET,93.35,2,60
VIT,Computer Engineering,OPEN,CET,97.24,1,30
VIT,Computer Engineering,OPEN,CET,96.78,2,120
VIT,Computer Engineering,OBC,CET,93.28,1,90
VIT,Computer Engineering,OBC,CET,92.82,2,120
VIT,Computer Engineering,SC,CET,82.29,1,60
VIT,Computer Engineering,SC,CET,81.67,2,60
VIT,Computer Engineering,ST,CET,77.65,1,60
VIT,Computer Engineering,ST,CET,77.33,2,120
VIT,Computer Engineering,EWS,CET,94.2,1,30
VIT,Computer Engineering,EWS,CET,93.58,2,90
VIT,Computer Engineering,TFWS,CET,95.21,1,30
VIT,Computer Engineering,TFWS,CET,94.8,2,30
VIT,Information Technology,OPEN,CET,96.48,1,60
VIT,Information Technology,OPEN,CET,95.83,2,60
VIT,Information Technology,OBC,CET,92.49,1,60
VIT,Information Technology,OBC,CET,91.76,2,30
VIT,Information Technology,SC,CET,82.02,1,30
VIT,Information Technology,SC,CET,81.53,2,90
VIT,Information Technology,ST,CET,76.76,1,30
VIT,Information Technology,ST,CET,76.1,2,60
VIT,Information Technology,EWS,CET,93.97,1,120
VIT,Information Technology,EWS,CET,93.17,2,90
VIT,Information Technology,TFWS,CET,94.99,1,30
VIT,Information Technology,TFWS,CET,94.42,2,90
VIT,Mechanical Engineering,OPEN,CET,93.28,1,90
VIT,Mechanical Engineering,OPEN,CET,92.49,2,60
VIT,Mechanical Engineering,OBC,CET,89.45,1,30
VIT,Mechanical Engineering,OBC,CET,88.75,2,60
VIT,Mechanical Engineering,SC,CET,78.29,1,120
VIT,Mechanical Engineering,SC,CET,77.77,2,120
VIT,Mechanical Engineering,ST,CET,73.1,1,90
VIT,Mechanical Engineering,ST,CET,72.41,2,120
VIT,Mechanical Engineering,EWS,CET,90.33,1,120
VIT,Mechanical Engineering,EWS,CET,89.66,2,30
VIT,Mechanical Engineering,TFWS,CET,91.31,1,60
VIT,Mechanical Engineering,TFWS,CET,90.86,2,60
VIT,Electronics & Telecommunication,OPEN,CET,95.02,1,120
VIT,Electronics & Telecommunication,OPEN,CET,94.32,2,60
VIT,Electronics & Telecommunication,OBC,CET,91.0,1,90
VIT,Electronics & Telecommunication,OBC,CET,90.35,2,30
VIT,Electronics & Telecommunication,SC,CET,80.12,1,60
VIT,Electronics & Telecommunication,SC,CET,79.42,2,30
VIT,Electronics & Telecommunication,ST,CET,75.12,1,30
VIT,Electronics & Telecommunication,ST,CET,74.77,2,120
VIT,Electronics & Telecommunication,EWS,CET,92.04,1,90
VIT,Electronics & Telecommunication,EWS,CET,91.45,2,30
VIT,Electronics & Telecommunication,TFWS,CET,93.34,1,60
VIT,Electronics & Telecommunication,TFWS,CET,92.98,2,30
VIT,Civil Engineering,OPEN,CET,89.98,1,120
VIT,Civil Engineering,OPEN,CET,89.48,2,60
VIT,Civil Engineering,OBC,CET,86.37,1,90
VIT,Civil Engineering,OBC,CET,85.6,2,60
VIT,Civil Engineering,SC,CET,75.27,1,120
VIT,Civil Engineering,SC,CET,74.88,2,30
VIT,Civil Engineering,ST,CET,69.95,1,90
VIT,Civil Engineering,ST,CET,69.25,2,90
VIT,Civil Engineering,EWS,CET,87.1,1,60
VIT,Civil Engineering,EWS,CET,86.53,2,30
VIT,Civil Engineering,TFWS,CET,88.51,1,60
VIT,Civil Engineering,TFWS,CET,87.75,2,60
VIT,Electrical Engineering,OPEN,CET,92.35,1,30
VIT,Electrical Engineering,OPEN,CET,92.02,2,120
VIT,Electrical Engineering,OBC,CET,88.27,1,120
VIT,Electrical Engineering,OBC,CET,87.59,2,60
VIT,Electrical Engineering,SC,CET,77.46,1,60
VIT,Electrical Engineering,SC,CET,76.72,2,120
VIT,Electrical Engineering,ST,CET,72.35,1,60
VIT,Electrical Engineering,ST,CET,71.94,2,120
VIT,Electrical Engineering,EWS,CET,89.19,1,90
VIT,Electrical Engineering,EWS,CET,88.57,2,120
VIT,Electrical Engineering,TFWS,CET,90.06,1,60
VIT,Electrical Engineering,TFWS,CET,89.54,2,90
PICT,Computer Engineering,OPEN,CET,97.03,1,30
PICT,Computer Engineering,OPEN,CET,96.64,2,60
PICT,Computer Engineering,OBC,CET,92.57,1,60
PICT,Computer Engineering,OBC,CET,92.22,2,60
PICT,Computer Engineering,SC,CET,81.66,1,30
PICT,Computer Engineering,SC,CET,81.1,2,90
PICT,Computer Engineering,ST,CET,76.87,1,30
PICT,Computer Engineering,ST,CET,76.37,2,120
PICT,Computer Engineering,EWS,CET,93.75,1,30
PICT,Computer Engineering,EWS,CET,93.24,2,90
PICT,Computer Engineering,TFWS,CET,94.95,1,30
PICT,Computer Engineering,TFWS,CET,94.22,2,90
PICT,Information Technology,OPEN,CET,95.9,1,60
PICT,Information Technology,OPEN,CET,95.37,2,120
PICT,Information Technology,OBC,CET,92.32,1,30
PICT,Information Technology,OBC,CET,91.84,2,120
PICT,Information Technology,SC,CET,81.1,1,60
PICT,Information Technology,SC,CET,80.53,2,90
PICT,Information Technology,ST,CET,75.96,1,30
PICT,Information Technology,ST,CET,75.16,2,60
PICT,Information Technology,EWS,CET,93.17,1,120
PICT,Information Technology,EWS,CET,92.6,2,60
PICT,Information Technology,TFWS,CET,94.12,1,30
PICT,Information Technology,TFWS,CET,93.75,2,120
PICT,Mechanical Engineering,OPEN,CET,91.07,1,60
PICT,Mechanical Engineering,OPEN,CET,90.6,2,60
PICT,Mechanical Engineering,OBC,CET,87.31,1,30
PICT,Mechanical Engineering,OBC,CET,86.63,2,90
PICT,Mechanical Engineering,SC,CET,76.48,1,30
PICT,Mechanical Engineering,SC,CET,75.96,2,120
PICT,Mechanical Engineering,ST,CET,71.04,1,120
PICT,Mechanical Engineering,ST,CET,70.44,2,90
PICT,Mechanical Engineering,EWS,CET,87.99,1,120
PICT,Mechanical Engineering,EWS,CET,87.45,2,30
PICT,Mechanical Engineering,TFWS,CET,89.28,1,90
PICT,Mechanical Engineering,TFWS,CET,88.64,2,120
PICT,Electronics & Telecommunication,OPEN,CET,93.6,1,90
PICT,Electronics & Telecommunication,OPEN,CET,93.1,2,30
PICT,Electronics & Telecommunication,OBC,CET,90.02,1,90
PICT,Electronics & Telecommunication,OBC,CET,89.66,2,120
PICT,Electronics & Telecommunication,SC,CET,78.6,1,90
PICT,Electronics & Telecommunication,SC,CET,78.2,2,30
PICT,Electronics & Telecommunication,ST,CET,74.05,1,30
PICT,Electronics & Telecommunication,ST,CET,73.62,2,90
PICT,Electronics & Telecommunication,EWS,CET,90.46,1,120
PICT,Electronics & Telecommunication,EWS,CET,89.72,2,90
PICT,Electronics & Telecommunication,TFWS,CET,92.03,1,30
PICT,Electronics & Telecommunication,TFWS,CET,91.65,2,60
PICT,Civil Engineering,OPEN,CET,87.53,1,120
PICT,Civil Engineering,OPEN,CET,87.09,2,30
PICT,Civil Engineering,OBC,CET,82.96,1,90
PICT,Civil Engineering,OBC,CET,82.39,2,90
PICT,Civil Engineering,SC,CET,72.17,1,60
PICT,Civil Engineering,SC,CET,71.87,2,60
PICT,Civil Engineering,ST,CET,67.47,1,90
PICT,Civil Engineering,ST,CET,66.93,2,60
PICT,Civil Engineering,EWS,CET,84.32,1,90
PICT,Civil Engineering,EWS,CET,83.6,2,30
PICT,Civil Engineering,TFWS,CET,85.28,1,60
PICT,Civil Engineering,TFWS,CET,84.97,2,120
PICT,Electrical Engineering,OPEN,CET,90.42,1,30
PICT,Electrical Engineering,OPEN,CET,90.12,2,30
PICT,Electrical Engineering,OBC,CET,86.36,1,120
PICT,Electrical Engineering,OBC,CET,86.01,2,90
PICT,Electrical Engineering,SC,CET,75.34,1,90
PICT,Electrical Engineering,SC,CET,74.85,2,30
PICT,Electrical Engineering,ST,CET,70.28,1,60
PICT,Electrical Engineering,ST,CET,69.57,2,90
PICT,Electrical Engineering,EWS,CET,87.21,1,120
PICT,Electrical Engineering,EWS,CET,86.45,2,30
PICT,Electrical Engineering,TFWS,CET,88.34,1,60
PICT,Electrical Engineering,TFWS,CET,87.83,2,30
PCCOE,Computer Engineering,OPEN,CET,94.17,1,60
PCCOE,Computer Engineering,OPEN,CET,93.66,2,30
PCCOE,Computer Engineering,OBC,CET,90.18,1,90
PCCOE,Computer Engineering,OBC,CET,89.73,2,90
PCCOE,Computer Engineering,SC,CET,79.23,1,30
PCCOE,Computer Engineering,SC,CET,78.73,2,90
PCCOE,Computer Engineering,ST,CET,74.55,1,120
PCCOE,Computer Engineering,ST,CET,73.84,2,90
PCCOE,Computer Engineering,EWS,CET,91.25,1,120
PCCOE,Computer Engineering,EWS,CET,90.88,2,60
PCCOE,Computer Engineering,TFWS,CET,92.22,1,120
PCCOE,Computer Engineering,TFWS,CET,91.48,2,60
PCCOE,Information Technology,OPEN,CET,93.64,1,60
PCCOE,Information Technology,OPEN,CET,93.25,2,60
PCCOE,Information Technology,OBC,CET,89.52,1,60
PCCOE,Information Technology,OBC,CET,89.11,2,90
PCCOE,Information Technology,SC,CET,78.71,1,120
PCCOE,Information Technology,SC,CET,78.26,2,120
PCCOE,Information Technology,ST,CET,73.63,1,90
PCCOE,Information Technology,ST,CET,73.14,2,60
PCCOE,Information Technology,EWS,CET,90.81,1,30
PCCOE,Information Technology,EWS,CET,90.09,2,60
PCCOE,Information Technology,TFWS,CET,91.77,1,120
PCCOE,Information Technology,TFWS,CET,91.05,2,60
PCCOE,Mechanical Engineering,OPEN,CET,87.12,1,60
PCCOE,Mechanical Engineering,OPEN,CET,86.77,2,30
PCCOE,Mechanical Engineering,OBC,CET,82.95,1,60
PCCOE,Mechanical Engineering,OBC,CET,82.32,2,30
PCCOE,Mechanical Engineering,SC,CET,72.51,1,120
PCCOE,Mechanical Engineering,SC,CET,72.09,2,60
PCCOE,Mechanical Engineering,ST,CET,67.33,1,60
PCCOE,Mechanical Engineering,ST,CET,66.82,2,90
PCCOE,Mechanical Engineering,EWS,CET,84.27,1,60
PCCOE,Mechanical Engineering,EWS,CET,83.66,2,90
PCCOE,Mechanical Engineering,TFWS,CET,85.38,1,90
PCCOE,Mechanical Engineering,TFWS,CET,84.99,2,90
PCCOE,Electronics & Telecommunication,OPEN,CET,89.55,1,60
PCCOE,Electronics & Telecommunication,OPEN,CET,88.89,2,90
PCCOE,Electronics & Telecommunication,OBC,CET,85.51,1,90
PCCOE,Electronics & Telecommunication,OBC,CET,84.97,2,30
PCCOE,Electronics & Telecommunication,SC,CET,74.72,1,30
PCCOE,Electronics & Telecommunication,SC,CET,74.16,2,30
PCCOE,Electronics & Telecommunication,ST,CET,69.67,1,90
PCCOE,Electronics & Telecommunication,ST,CET,69.15,2,90
PCCOE,Electronics & Telecommunication,EWS,CET,86.61,1,90
PCCOE,Electronics & Telecommunication,EWS,CET,85.99,2,90
PCCOE,Electronics & Telecommunication,TFWS,CET,87.91,1,90
PCCOE,Electronics & Telecommunication,TFWS,CET,87.55,2,120
PCCOE,Civil Engineering,OPEN,CET,83.02,1,120
PCCOE,Civil Engineering,OPEN,CET,82.62,2,90
PCCOE,Civil Engineering,OBC,CET,79.46,1,30
PCCOE,Civil Engineering,OBC,CET,78.99,2,120
PCCOE,Civil Engineering,SC,CET,68.26,1,60
PCCOE,Civil Engineering,SC,CET,67.9,2,60
PCCOE,Civil Engineering,ST,CET,63.2,1,30
PCCOE,Civil Engineering,ST,CET,62.56,2,60
PCCOE,Civil Engineering,EWS,CET,80.45,1,60
PCCOE,Civil Engineering,EWS,CET,79.94,2,30
PCCOE,Civil Engineering,TFWS,CET,81.26,1,60
PCCOE,Civil Engineering,TFWS,CET,80.55,2,30
PCCOE,Electrical Engineering,OPEN,CET,86.16,1,120
PCCOE,Electrical Engineering,OPEN,CET,85.76,2,90
PCCOE,Electrical Engineering,OBC,CET,82.45,1,90
PCCOE,Electrical Engineering,OBC,CET,81.81,2,90
PCCOE,Electrical Engineering,SC,CET,71.06,1,90
PCCOE,Electrical Engineering,SC,CET,70.56,2,60
PCCOE,Electrical Engineering,ST,CET,66.51,1,120
PCCOE,Electrical Engineering,ST,CET,65.8,2,30
PCCOE,Electrical Engineering,EWS,CET,83.01,1,30
PCCOE,Electrical Engineering,EWS,CET,82.53,2,120
PCCOE,Electrical Engineering,TFWS,CET,84.06,1,120
PCCOE,Electrical Engineering,TFWS,CET,83.51,2,120
MIT,Computer Engineering,OPEN,CET,93.72,1,60
MIT,Computer Engineering,OPEN,CET,93.12,2,120
MIT,Computer Engineering,OBC,CET,89.8,1,90
MIT,Computer Engineering,OBC,CET,89.39,2,120
MIT,Computer Engineering,SC,CET,78.53,1,90
MIT,Computer Engineering,SC,CET,77.79,2,120
MIT,Computer Engineering,ST,CET,73.61,1,30
MIT,Computer Engineering,ST,CET,73.01,2,30
MIT,Computer Engineering,EWS,CET,90.86,1,90
MIT,Computer Engineering,EWS,CET,90.32,2,30
MIT,Computer Engineering,TFWS,CET,91.77,1,90
MIT,Computer Engineering,TFWS,CET,91.39,2,30
MIT,Information Technology,OPEN,CET,93.07,1,90
MIT,Information Technology,OPEN,CET,92.32,2,60
MIT,Information Technology,OBC,CET,89.14,1,90
MIT,Information Technology,OBC,CET,88.53,2,120
MIT,Information Technology,SC,CET,78.1,1,90
MIT,Information Technology,SC,CET,77.39,2,120
MIT,Information Technology,ST,CET,72.95,1,90
MIT,Information Technology,ST,CET,72.27,2,60
MIT,Information Technology,EWS,CET,90.32,1,30
MIT,Information Technology,EWS,CET,89.93,2,30
MIT,Information Technology,TFWS,CET,91.01,1,30
MIT,Information Technology,TFWS,CET,90.3,2,90
MIT,Mechanical Engineering,OPEN,CET,86.27,1,120
MIT,Mechanical Engineering,OPEN,CET,85.52,2,120
MIT,Mechanical Engineering,OBC,CET,81.96,1,90
MIT,Mechanical Engineering,OBC,CET,81.2,2,90
MIT,Mechanical Engineering,SC,CET,71.51,1,90
MIT,Mechanical Engineering,SC,CET,70.81,2,60
MIT,Mechanical Engineering,ST,CET,66.21,1,60
MIT,Mechanical Engineering,ST,CET,65.65,2,120
MIT,Mechanical Engineering,EWS,CET,83.54,1,60
MIT,Mechanical Engineering,EWS,CET,82.88,2,30
MIT,Mechanical Engineering,TFWS,CET,84.08,1,120
MIT,Mechanical Engineering,TFWS,CET,83.36,2,30
MIT,Electronics & Telecommunication,OPEN,CET,88.92,1,120
MIT,Electronics & Telecommunication,OPEN,CET,88.2,2,30
MIT,Electronics & Telecommunication,OBC,CET,84.62,1,30
MIT,Electronics & Telecommunication,OBC,CET,83.88,2,30
MIT,Electronics & Telecommunication,SC,CET,73.89,1,60
MIT,Electronics & Telecommunication,SC,CET,73.17,2,120
MIT,Electronics & Telecommunication,ST,CET,68.73,1,90
MIT,Electronics & Telecommunication,ST,CET,68.36,2,120
MIT,Electronics & Telecommunication,EWS,CET,86.0,1,60
MIT,Electronics & Telecommunication,EWS,CET,85.29,2,90
MIT,Electronics & Telecommunication,TFWS,CET,86.5,1,90
MIT,Electronics & Telecommunication,TFWS,CET,85.83,2,30
MIT,Civil Engineering,OPEN,CET,82.4,1,30
MIT,Civil Engineering,OPEN,CET,81.72,2,90
MIT,Civil Engineering,OBC,CET,78.07,1,30
MIT,Civil Engineering,OBC,CET,77.4,2,30
MIT,Civil Engineering,SC,CET,67.02,1,30
MIT,Civil Engineering,SC,CET,66.71,2,60
MIT,Civil Engineering,ST,CET,62.46,1,90
MIT,Civil Engineering,ST,CET,62.09,2,90
MIT,Civil Engineering,EWS,CET,79.16,1,120
MIT,Civil Engineering,EWS,CET,78.84,2,30
MIT,Civil Engineering,TFWS,CET,80.36,1,30
MIT,Civil Engineering,TFWS,CET,79.63,2,30
MIT,Electrical Engineering,OPEN,CET,84.98,1,60
MIT,Electrical Engineering,OPEN,CET,84.53,2,120
MIT,Electrical Engineering,OBC,CET,81.07,1,90
MIT,Electrical Engineering,OBC,CET,80.3,2,120
MIT,Electrical Engineering,SC,CET,70.07,1,60
MIT,Electrical Engineering,SC,CET,69.31,2,30
MIT,Electrical Engineering,ST,CET,65.08,1,120
MIT,Electrical Engineering,ST,CET,64.5,2,60
MIT,Electrical Engineering,EWS,CET,82.16,1,30
MIT,Electrical Engineering,EWS,CET,81.51,2,90
MIT,Electrical Engineering,TFWS,CET,83.28,1,120
MIT,Electrical Engineering,TFWS,CET,82.93,2,90
GCEA,Computer Engineering,OPEN,CET,90.22,1,90
GCEA,Computer Engineering,OPEN,CET,89.49,2,120
GCEA,Computer Engineering,OBC,CET,86.09,1,60
GCEA,Computer Engineering,OBC,CET,85.61,2,30
GCEA,Computer Engineering,SC,CET,75.01,1,120
GCEA,Computer Engineering,SC,CET,74.23,2,30
GCEA,Computer Engineering,ST,CET,70.35,1,60
GCEA,Computer Engineering,ST,CET,69.81,2,60
GCEA,Computer Engineering,EWS,CET,87.22,1,120
GCEA,Computer Engineering,EWS,CET,86.42,2,120
GCEA,Computer Engineering,TFWS,CET,88.2,1,60
GCEA,Computer Engineering,TFWS,CET,87.75,2,30
GCEA,Information Technology,OPEN,CET,89.18,1,30
GCEA,Information Technology,OPEN,CET,88.47,2,120
GCEA,Information Technology,OBC,CET,85.0,1,120
GCEA,Information Technology,OBC,CET,84.22,2,90
GCEA,Information Technology,SC,CET,74.33,1,90
GCEA,Information Technology,SC,CET,73.83,2,90
GCEA,Information Technology,ST,CET,68.98,1,30
GCEA,Information Technology,ST,CET,68.66,2,30
GCEA,Information Technology,EWS,CET,86.03,1,30
GCEA,Information Technology,EWS,CET,85.6,2,120
GCEA,Information Technology,TFWS,CET,87.2,1,30
GCEA,Information Technology,TFWS,CET,86.77,2,90
GCEA,Mechanical Engineering,OPEN,CET,80.36,1,60
GCEA,Mechanical Engineering,OPEN,CET,79.76,2,60
GCEA,Mechanical Engineering,OBC,CET,76.51,1,30
GCEA,Mechanical Engineering,OBC,CET,76.0,2,120
GCEA,Mechanical Engineering,SC,CET,65.11,1,30
GCEA,Mechanical Engineering,SC,CET,64.53,2,60
GCEA,Mechanical Engineering,ST,CET,60.25,1,90
GCEA,Mechanical Engineering,ST,CET,59.48,2,120
GCEA,Mechanical Engineering,EWS,CET,77.41,1,90
GCEA,Mechanical Engineering,EWS,CET,77.05,2,60
GCEA,Mechanical Engineering,TFWS,CET,78.45,1,120
GCEA,Mechanical Engineering,TFWS,CET,78.08,2,120
GCEA,Electronics & Telecommunication,OPEN,CET,82.52,1,60
GCEA,Electronics & Telecommunication,OPEN,CET,82.21,2,120
GCEA,Electronics & Telecommunication,OBC,CET,78.93,1,30
GCEA,Electronics & Telecommunication,OBC,CET,78.24,2,120
GCEA,Electronics & Telecommunication,SC,CET,67.95,1,30
GCEA,Electronics & Telecommunication,SC,CET,67.55,2,60
GCEA,Electronics & Telecommunication,ST,CET,62.8,1,30
GCEA,Electronics & Telecommunication,ST,CET,62.25,2,60
GCEA,Electronics & Telecommunication,EWS,CET,79.78,1,90
GCEA,Electronics & Telecommunication,EWS,CET,79.0,2,60
GCEA,Electronics & Telecommunication,TFWS,CET,80.89,1,90
GCEA,Electronics & Telecommunication,TFWS,CET,80.21,2,120
GCEA,Civil Engineering,OPEN,CET,75.96,1,60
GCEA,Civil Engineering,OPEN,CET,75.3,2,30
GCEA,Civil Engineering,OBC,CET,72.32,1,90
GCEA,Civil Engineering,OBC,CET,71.92,2,120
GCEA,Civil Engineering,SC,CET,61.53,1,60
GCEA,Civil Engineering,SC,CET,61.03,2,90
GCEA,Civil Engineering,ST,CET,56.11,1,30
GCEA,Civil Engineering,ST,CET,55.35,2,30
GCEA,Civil Engineering,EWS,CET,73.34,1,60
GCEA,Civil Engineering,EWS,CET,72.59,2,30
GCEA,Civil Engineering,TFWS,CET,74.38,1,120
GCEA,Civil Engineering,TFWS,CET,74.01,2,90
GCEA,Electrical Engineering,OPEN,CET,79.4,1,30
GCEA,Electrical Engineering,OPEN,CET,78.75,2,120
GCEA,Electrical Engineering,OBC,CET,75.36,1,90
GCEA,Electrical Engineering,OBC,CET,75.01,2,60
GCEA,Electrical Engineering,SC,CET,64.05,1,60
GCEA,Electrical Engineering,SC,CET,63.33,2,30
GCEA,Electrical Engineering,ST,CET,58.99,1,90
GCEA,Electrical Engineering,ST,CET,58.64,2,60
GCEA,Electrical Engineering,EWS,CET,76.04,1,120
GCEA,Electrical Engineering,EWS,CET,75.73,2,120
GCEA,Electrical Engineering,TFWS,CET,77.04,1,90
GCEA,Electrical Engineering,TFWS,CET,76.31,2,120
WCE,Computer Engineering,OPEN,CET,92.57,1,30
WCE,Computer Engineering,OPEN,CET,91.77,2,90
WCE,Computer Engineering,OBC,CET,88.93,1,30
WCE,Computer Engineering,OBC,CET,88.5,2,60
WCE,Computer Engineering,SC,CET,77.55,1,30
WCE,Computer Engineering,SC,CET,77.23,2,90
WCE,Computer Engineering,ST,CET,72.68,1,120
WCE,Computer Engineering,ST,CET,72.27,2,120
WCE,Computer Engineering,EWS,CET,89.46,1,120
WCE,Computer Engineering,EWS,CET,88.81,2,60
WCE,Computer Engineering,TFWS,CET,90.48,1,30
WCE,Computer Engineering,TFWS,CET,90.16,2,90
WCE,Information Technology,OPEN,CET,91.92,1,120
WCE,Information Technology,OPEN,CET,91.26,2,30
WCE,Information Technology,OBC,CET,87.79,1,30
WCE,Information Technology,OBC,CET,87.49,2,120
WCE,Information Technology,SC,CET,76.74,1,30
WCE,Information Technology,SC,CET,76.39,2,60
WCE,Information Technology,ST,CET,71.53,1,30
WCE,Information Technology,ST,CET,71.22,2,120
WCE,Information Technology,EWS,CET,88.58,1,60
WCE,Information Technology,EWS,CET,87.9,2,30
WCE,Information Technology,TFWS,CET,89.84,1,30
WCE,Information Technology,TFWS,CET,89.49,2,120
WCE,Mechanical Engineering,OPEN,CET,84.29,1,120
WCE,Mechanical Engineering,OPEN,CET,83.55,2,120
WCE,Mechanical Engineering,OBC,CET,80.25,1,30
WCE,Mechanical Engineering,OBC,CET,79.55,2,90
WCE,Mechanical Engineering,SC,CET,69.14,1,90
WCE,Mechanical Engineering,SC,CET,68.47,2,30
WCE,Mechanical Engineering,ST,CET,64.55,1,60
WCE,Mechanical Engineering,ST,CET,63.98,2,30
WCE,Mechanical Engineering,EWS,CET,81.23,1,90
WCE,Mechanical Engineering,EWS,CET,80.78,2,120
WCE,Mechanical Engineering,TFWS,CET,81.98,1,60
WCE,Mechanical Engineering,TFWS,CET,81.3,2,90
WCE,Electronics & Telecommunication,OPEN,CET,86.96,1,60
WCE,Electronics & Telecommunication,OPEN,CET,86.57,2,60
WCE,Electronics & Telecommunication,OBC,CET,82.51,1,60
WCE,Electronics & Telecommunication,OBC,CET,82.04,2,60
WCE,Electronics & Telecommunication,SC,CET,72.0,1,30
WCE,Electronics & Telecommunication,SC,CET,71.63,2,30
WCE,Electronics & Telecommunication,ST,CET,66.8,1,120
WCE,Electronics & Telecommunication,ST,CET,66.1,2,120
WCE,Electronics & Telecommunication,EWS,CET,83.98,1,30
WCE,Electronics & Telecommunication,EWS,CET,83.58,2,60
WCE,Electronics & Telecommunication,TFWS,CET,84.7,1,90
WCE,Electronics & Telecommunication,TFWS,CET,84.35,2,60
WCE,Civil Engineering,OPEN,CET,80.23,1,120
WCE,Civil Engineering,OPEN,CET,79.63,2,90
WCE,Civil Engineering,OBC,CET,76.38,1,60
WCE,Civil Engineering,OBC,CET,75.94,2,90
WCE,Civil Engineering,SC,CET,65.45,1,90
WCE,Civil Engineering,SC,CET,65.09,2,30
WCE,Civil Engineering,ST,CET,60.03,1,30
WCE,Civil Engineering,ST,CET,59.57,2,30
WCE,Civil Engineering,EWS,CET,77.05,1,120
WCE,Civil Engineering,EWS,CET,76.25,2,90
WCE,Civil Engineering,TFWS,CET,78.39,1,120
WCE,Civil Engineering,TFWS,CET,77.96,2,120
