percentile,cutoff_percentile,gap,category,exam_type,admitted
98.47923138822793,60.66537860422926,37.81385278399867,TFWS,JEE,1
88.75664116805572,62.81741725960201,25.939223908453712,OBC,JEE,1
96.97494707820945,97.73185295289696,-0.7569058746875044,ST,JEE,1
94.74136752138244,85.84603653129615,8.895330990086293,OBC,JEE,1
79.89499894055426,90.66103332813184,-10.766034387577577,SC,JEE,0
96.09371175115584,72.69475686510751,23.39895488604833,OPEN,CET,1
54.424625102595975,69.96591637397051,-15.54129127137454,EWS,JEE,0
59.79914312095726,65.43453830185106,-5.635395180893802,ST,CET,0
52.2613644455269,76.3888372599022,-24.127472814375302,TFWS,JEE,0
66.26651653816322,79.5563786422705,-13.289862104107286,EWS,CET,0
69.4338644844741,83.11398054254761,-13.680116058073509,OPEN,JEE,0
63.567451588694794,66.44177342794191,-2.8743218392471164,SC,JEE,0
91.43687545759647,97.21510660018308,-5.7782311425866055,SC,CET,0
67.83766633467947,62.55425317021754,5.283413164461926,SC,CET,1
64.04672548436903,97.97156627710535,-33.92484079273632,SC,CET,0
77.13480415791243,55.66109745158392,21.473706706328507,ST,CET,1
57.04621124873813,76.41009328584963,-19.363882037111495,ST,JEE,0
90.10984903770199,69.83486879618704,20.274980241514953,OBC,CET,1
53.727532183988544,74.98599191989616,-21.25845973590762,TFWS,CET,0
99.34434683002587,80.39457376464512,18.949773065380754,OBC,JEE,1
88.61223846483287,74.38371753156555,14.228520933267319,TFWS,CET,1
59.93578407670862,73.46068483842097,-13.524900761712352,OPEN,CET,0
50.27610585618012,87.60619198589214,-37.330086129712015,OBC,CET,0
90.77307142274171,85.52149424134768,5.251577181394026,OPEN,JEE,1
85.34286719238085,92.08057205059524,-6.737704858214386,OPEN,CET,0
86.45035840204937,66.12317466515755,20.327183736891826,OPEN,JEE,1
88.56351733429729,82.12401868405583,6.439498650241461,SC,CET,1
53.70223258670452,81.041167949982,-27.33893536327748,EWS,JEE,0
67.92328642721363,71.45333258383465,-3.530046156621026,EWS,JEE,0
55.79345297625649,76.6295606146693,-20.836107638412813,ST,CET,0
93.15517129377967,68.96330537710493,24.191865916674743,OPEN,CET,1
81.1649063413779,61.31207569395584,19.85283064742206,SC,CET,1
66.54490124263246,64.51415387449161,2.030747368140851,OBC,CET,0
53.177917514301186,59.69535726485345,-6.517439750552263,OBC,CET,0
65.54911608578311,85.39659609596052,-19.847480010177406,ST,CET,0
66.25916610133736,84.40236899335724,-18.143202892019886,ST,JEE,0
86.4803089169032,97.30198353530434,-10.821674618401147,OPEN,JEE,0
81.87787356776066,87.47068940730225,-5.592815839541586,OPEN,CET,1
94.36063712881634,57.31603982464785,37.044597304168484,OBC,JEE,1
73.61074625809746,94.34891023983846,-20.738163981740996,OBC,CET,0
55.97971229691508,93.3890447510848,-37.409332454169714,OBC,CET,0
85.66223936114974,74.72775427438509,10.934485086764653,OBC,JEE,1
88.03925243084487,81.0709057484925,6.968346682352362,EWS,CET,1
78.06385987847482,98.43548579502709,-20.371625916552276,OPEN,JEE,0
88.54835899772806,78.6875441912434,9.860814806484655,OPEN,CET,1
74.68977981821953,95.28682136273599,-20.597041544516458,OBC,JEE,0
76.1366414690997,58.6952247225533,17.441416746546402,SC,CET,1
71.37705091792748,63.50180815753639,7.875242760391089,OBC,JEE,1
51.27095633720476,74.61359498313864,-23.34263864593388,TFWS,JEE,0
55.39457134966522,81.02167797101006,-25.627106621344844,ST,CET,0
51.57145928433671,91.32213940789461,-39.7506801235579,TFWS,CET,0
81.82052056318902,98.97766412387182,-17.157143560682798,SC,JEE,0
65.71779905381634,72.30389159309819,-6.58609253928185,ST,CET,0
75.42853455823514,57.109995808233776,18.318538750001366,SC,CET,1
95.37832369630465,90.65213189664195,4.7261917996627005,ST,CET,1
62.464611457443745,81.89494199918497,-19.43033054174122,OBC,CET,0
70.51914615178148,63.83515721963497,6.683988932146512,OBC,CET,1
87.77755692715243,77.0198663196532,10.757690607499228,SC,CET,1
61.43990827458112,88.03280592625075,-26.592897651669624,ST,JEE,0
53.84899549143965,89.28332452455464,-35.43432903311499,EWS,JEE,0
64.4875726456884,77.23301933394491,-12.745446688256507,SC,CET,0
58.06106436270022,68.58204659073424,-10.520982228034015,SC,JEE,0
96.48488261712865,98.33154490071297,-1.8466622835843225,TFWS,CET,1
90.40601897822086,84.51963618756393,5.886382790656924,OPEN,JEE,1
81.67018782552117,73.1665696109103,8.503618214610867,SC,CET,1
93.57302950938589,67.48061347710703,26.092416032278862,EWS,CET,1
90.18360384495573,87.53408274365852,2.6495211012972106,OBC,CET,1
59.32850294430179,65.77716332892267,-6.448660384620879,ST,JEE,0
94.62794992449889,62.64109450932912,31.98685541516977,OPEN,CET,1
76.96711209578254,78.57760805881213,-1.6104959630295923,ST,CET,0
90.37200775820313,67.90443897266431,22.467568785538816,OBC,JEE,1
94.80456499617466,82.98627894910086,11.818286047073798,SC,JEE,1
65.90017374859319,60.24827103190339,5.651902716689797,TFWS,CET,1
55.50259622638384,84.14487915324581,-28.642282926861974,EWS,JEE,0
61.39675812709709,67.60669549589775,-6.2099373688006665,OPEN,JEE,0
71.35538943131282,55.010810582335814,16.344578848977,EWS,CET,1
90.90073829612466,60.64865456650085,30.252083729623806,EWS,CET,1
93.03652916281717,96.54588431366169,-3.509355150844513,EWS,CET,0
50.34760652655954,93.59728144063342,-43.249674914073886,EWS,CET,0
75.53736512887829,65.39560192561254,10.141763203265754,OBC,JEE,1
70.87055015743894,89.63754975227437,-18.766999594835426,EWS,CET,0
61.105390523536514,82.08143589624186,-20.976045372705343,TFWS,CET,0
55.99326836668414,98.20525965951919,-42.211991292835044,EWS,CET,0
66.8807585701814,71.62545184926563,-4.744693279084231,OBC,JEE,0
97.14548519562595,85.32499725701412,11.820487938611834,ST,CET,1
66.16014660103777,57.82733964786438,8.332806953173389,OBC,CET,1
75.9395310871683,72.63300693333007,3.3065241538382395,TFWS,CET,1
85.15094794475888,97.88988592287403,-12.738937978115146,TFWS,JEE,0
68.1814801189647,78.98464891303037,-10.80316879406567,SC,CET,0
98.58910413604804,67.81063789840059,30.77846623764745,OBC,CET,1
98.12236474710556,60.352057859223,37.77030688788256,ST,CET,1
62.58911479126821,86.30701113807811,-23.7178963468099,SC,CET,0
74.86242529461927,83.69609393262284,-8.833668638003573,SC,JEE,0
65.04391549083849,71.64027275536797,-6.5963572645294875,OPEN,JEE,0
64.24202471887338,97.31689015802962,-33.07486543915624,EWS,CET,0
51.84434736772664,55.98802517795934,-4.143677810232695,SC,JEE,0
80.47821669899484,68.51571139761624,11.962505301378599,SC,JEE,1
75.13395116144308,95.98759214033137,-20.853640978888293,TFWS,CET,0
52.57393756249947,69.2816270052151,-16.707689442715633,ST,CET,0
63.93232321183057,66.22525110655508,-2.2929278947245066,SC,JEE,1
95.41329429833269,78.77280824194051,16.640486056392177,ST,CET,1
61.978094533348624,91.65917787146394,-29.681083338115315,EWS,CET,0
57.24474360456115,59.590030859087065,-2.345287254525914,TFWS,CET,0
74.47263801387815,96.96442157923525,-22.491783565357096,OPEN,CET,0
99.28252270553003,90.3807432125618,8.901779492968231,OPEN,JEE,1
62.10276357557502,63.06563637204406,-0.9628727964690427,EWS,CET,1
83.60677737029393,86.68435427331823,-3.0775769030243083,EWS,JEE,0
88.08098076643589,72.13066315737129,15.950317609064598,TFWS,CET,1
61.881877199619986,72.90211317439618,-11.020235974776192,TFWS,CET,0
86.41081743059297,89.85640911352955,-3.4455916829365805,OBC,JEE,0
68.38915663596266,97.84392395514259,-29.454767319179922,SC,JEE,0
81.61529152967897,60.63618634170013,20.97910518797884,SC,JEE,1
81.67648553804473,73.71804554110747,7.958439996937258,SC,JEE,1
76.78873420373793,76.40190155975151,0.38683264398642336,ST,CET,0
54.51448850272041,71.7458758544974,-17.231387351776988,OBC,CET,0
91.7651247794619,71.161916005372,20.603208774089893,SC,JEE,1
66.0390032485868,57.325955706491044,8.713047542095751,ST,CET,1
59.32592551999271,85.50646861503674,-26.18054309504403,ST,CET,0
52.0387570777382,74.41154156184201,-22.372784484103818,OPEN,CET,0
79.5446471594121,63.66832421765474,15.876322941757351,ST,JEE,1
83.87821809211411,91.31349085244204,-7.435272760327933,EWS,JEE,0
50.829391446392805,90.71395329274745,-39.88456184635464,TFWS,JEE,0
75.60465291496405,76.64442744995577,-1.0397745349917216,ST,JEE,0
61.3247887598969,68.28105442107534,-6.956265661178442,EWS,JEE,0
82.25863952047249,83.39512629794213,-1.136486777469642,EWS,JEE,1
58.718321450249576,67.82277004209443,-9.104448591844857,OPEN,JEE,0
84.5468869051233,65.50235289940518,19.04453400571812,OPEN,CET,1
69.33676731502686,87.50790210417154,-18.171134789144674,ST,CET,0
96.83649943683673,56.794473167582304,40.04202626925443,OPEN,JEE,1
56.87604720729966,59.217196961039434,-2.3411497537397707,OPEN,CET,0
67.05331755251292,55.30207374404974,11.75124380846318,TFWS,CET,1
55.67367606202946,61.80597179815646,-6.132295736127006,SC,JEE,0
96.23468091392814,58.07005538761545,38.1646255263127,ST,CET,1
93.86696766904905,99.31320536620638,-5.446237697157329,ST,CET,0
62.89708138575778,67.85204366295699,-4.954962277199208,ST,JEE,0
82.99920230170895,61.642426563781505,21.356775737927443,OPEN,JEE,1
90.8611100100608,65.72433348081834,25.136776529242454,TFWS,CET,1
77.76004057997312,96.65758793353599,-18.89754735356287,OPEN,JEE,0
76.48252891780032,78.14712992458561,-1.6646010067852899,EWS,JEE,0
62.092614545022585,71.23440528569964,-9.141790740677052,OBC,CET,0
54.65513839029496,93.86591987696026,-39.210781486665304,OBC,JEE,0
94.86078789766634,72.57706703943194,22.283720858234403,OBC,CET,1
95.02090285816652,69.90788136311747,25.113021495049054,SC,JEE,1
81.65507286366339,64.22407225346323,17.431000610200158,OPEN,CET,1
66.95148955243504,71.81195866396881,-4.860469111533774,EWS,JEE,0
67.46047873063304,69.0924538427532,-1.631975112120159,EWS,CET,1
86.29778394351197,85.14002618876728,1.1577577547446936,OBC,JEE,0
94.85551299762886,67.88643035784736,26.969082639781504,TFWS,CET,1
94.35432121325587,80.68538871580398,13.668932497451891,SC,JEE,1
88.99377729288119,57.932201343922785,31.061575948958406,SC,CET,1
82.10158230771438,63.51236747299489,18.589214834719492,OBC,JEE,1
54.206998249752445,73.12953458670502,-18.922536336952575,OBC,CET,0
58.08143570473069,96.69424179893696,-38.61280609420627,OPEN,CET,0
94.92770942635397,71.78771336434845,23.139996062005523,TFWS,JEE,1
80.3214529829795,84.55129839339261,-4.22984541041312,SC,JEE,0
50.45985258083148,66.35138139775222,-15.89152881692074,EWS,CET,0
55.073577143301605,60.652994130808814,-5.579416987507209,OBC,JEE,0
83.1750884554028,57.60487870356223,25.570209751840572,OPEN,CET,1
50.253079192310935,68.59090068515243,-18.3378214928415,EWS,CET,0
58.04040257087493,62.01591569246241,-3.9755131215874755,SC,CET,0
77.4366894683293,62.74346493671753,14.693224531611776,OBC,CET,1
84.59475988463467,88.85378922321928,-4.259029338584611,TFWS,CET,0
82.59806297513003,55.704794157046905,26.89326881808313,OBC,CET,1
61.21346547302799,79.82255059522683,-18.60908512219884,TFWS,JEE,0
85.6089610673768,71.88603143640918,13.722929630967613,OPEN,CET,1
61.862454374840006,77.54147499593034,-15.679020621090338,OPEN,CET,0
66.26998490796339,80.04594555604983,-13.77596064808644,SC,CET,0
87.32457025590121,68.94486240334888,18.37970785255233,TFWS,CET,1
82.48164495236074,68.13234427820069,14.349300674160048,OBC,CET,1
92.4611705247089,87.63638229540331,4.824788229305597,OPEN,JEE,1
82.88064461501716,93.7718259713915,-10.891181356374332,OBC,JEE,0
78.41543016677358,63.56988264440449,14.845547522369088,SC,CET,1
54.683738391404624,59.34403484381413,-4.660296452409504,TFWS,CET,0
68.38579015297168,94.95191338444516,-26.566123231473483,OBC,CET,0
63.26011838408627,70.57034813230923,-7.310229748222966,EWS,JEE,0
62.19948216895418,79.53362388449523,-17.33414171554105,OBC,JEE,0
98.65052773762227,70.99966993114015,27.650857806482122,ST,CET,1
69.65488623333802,60.598203967399286,9.056682265938733,ST,JEE,1
94.60232775885567,81.2252582001739,13.377069558681768,SC,CET,1
81.55693129986315,78.36876790374852,3.188163396114632,SC,CET,1
89.74056517708243,64.03321338400828,25.707351793074153,SC,JEE,1
75.1318546552596,75.10817248702637,0.02368216823323621,EWS,JEE,1
78.84519423131795,90.46416392869624,-11.61896969737829,TFWS,JEE,0
74.6258846909432,81.27396158830116,-6.648076897357967,EWS,JEE,0
59.76214938990223,59.31282105448127,0.44932833542095807,OBC,JEE,1
86.12260576307526,79.3869566266965,6.735649136378754,OPEN,CET,1
64.03861812204279,86.27185431838662,-22.233236196343825,TFWS,JEE,0
51.21579832157269,90.27530155724344,-39.059503235670746,ST,CET,0
82.27361479535838,82.99573224922487,-0.7221174538664883,ST,JEE,0
58.85553397035245,61.793288322064875,-2.937754351712428,ST,CET,0
97.02292921764572,86.60271036326215,10.420218854383577,OBC,JEE,1
97.69642885012937,85.14171215062748,12.554716699501881,OBC,JEE,1
95.74321951102243,56.08699629085818,39.65622322016425,SC,CET,1
68.50793501277222,73.32277120776583,-4.814836194993603,OPEN,JEE,0
50.77283082644337,69.81628598982562,-19.043455163382248,SC,CET,0
96.41592812938626,84.78883685928713,11.627091270099129,OBC,JEE,1
71.40920741586572,64.61804364783598,6.791163768029747,EWS,CET,1
98.33274095218349,81.2938005723545,17.038940379828986,SC,CET,1
98.18099885446264,95.63766530073067,2.5433335537319692,TFWS,JEE,1
92.650472773368,90.50220556328304,2.1482672100849527,OBC,JEE,0
64.72244460347929,96.0048692616356,-31.282424658156316,OBC,JEE,0
69.25488643009626,98.54351552850471,-29.28862909840845,EWS,JEE,0
92.55683357584284,55.474820651774245,37.0820129240686,EWS,JEE,1
65.84610025781389,82.71198679879775,-16.865886540983865,EWS,CET,0
58.474637334304624,73.37135320027133,-14.896715865966705,OPEN,JEE,0
77.84006312291751,93.26352481991292,-15.423461696995403,TFWS,JEE,0
96.80773870803904,66.20575423940636,30.60198446863268,OBC,CET,1
84.80148983374865,98.65581226562088,-13.854322431872234,EWS,CET,0
78.50305850446824,82.31000464469676,-3.8069461402285185,OPEN,JEE,0
54.85882468853843,90.31241439918298,-35.45358971064456,ST,CET,0
80.75036133495848,58.80918010061319,21.941181234345294,TFWS,JEE,1
99.50269250521316,63.16387587176949,36.33881663344367,ST,CET,1
57.0042007618262,88.74896345002205,-31.74476268819585,ST,CET,0
75.91648261818683,55.9784002307499,19.938082387436936,OBC,CET,1
93.86865359639776,91.35107037227334,2.5175832241244223,OPEN,JEE,1
87.03843088771022,55.62073133179006,31.41769955592016,OPEN,CET,1
84.8507870497634,84.24178833822666,0.6089987115367421,ST,JEE,1
85.12420419935546,71.24667945031536,13.877524749040106,TFWS,JEE,1
67.97455756098776,82.21152094600436,-14.236963385016594,SC,JEE,0
64.67959221322467,85.97339761101556,-21.29380539779089,ST,CET,0
90.46805777392568,70.24014725379054,20.22791052013514,OBC,JEE,1
90.50566973395904,59.80432894093218,30.70134079302686,ST,CET,1
93.35361592900519,58.09924111479782,35.25437481420737,TFWS,CET,1
95.66202762782356,81.20765300403338,14.454374623790187,TFWS,JEE,1
75.56711994304689,78.16916324116796,-2.6020432981210746,ST,JEE,0
75.07581473435998,88.0279449058904,-12.952130171530413,OPEN,JEE,0
89.91475894833876,77.6832301951752,12.231528753163559,ST,JEE,1
82.49819653888827,73.79883765637412,8.699358882514147,EWS,JEE,1
85.09834386288517,72.71487943151227,12.3834644313729,EWS,CET,1
89.78963347180505,56.1768871655962,33.61274630620885,SC,CET,1
94.50026709087831,69.93229547550125,24.56797161537706,OBC,JEE,1
66.89975784257679,98.43289700983999,-31.5331391672632,OBC,JEE,0
68.7791476319972,93.87322314210545,-25.09407551010824,OPEN,JEE,0
54.69909699204345,69.65732398302269,-14.958226990979242,OBC,CET,0
78.9140070498087,81.15689552545356,-2.242888475644861,SC,CET,0
51.797113689837104,92.70470517632948,-40.90759148649238,EWS,JEE,0
73.27990090662301,74.63670798537805,-1.3568070787550397,OPEN,JEE,0
77.13223173537884,55.79912493688172,21.33310679849712,TFWS,CET,1
64.32706260641422,58.31571555092948,6.011347055484734,EWS,CET,1
79.54166302845053,77.71247610001744,1.8291869284330886,SC,JEE,1
51.52501249695247,98.1400522175766,-46.615039720624125,OPEN,JEE,0
51.86740943746072,85.84782462873962,-33.980415191278894,ST,CET,0
91.13002803298292,58.15577051901634,32.97425751396658,OBC,CET,1
68.00953207056314,63.426558972737894,4.582973097825246,SC,CET,1
56.35302563259424,89.32387987314982,-32.97085424055558,OPEN,CET,0
76.11216300274022,92.4440693180529,-16.33190631531268,EWS,CET,0
88.49967765493054,82.4874090853923,6.012268569538236,OPEN,JEE,1
60.791051374842155,83.67683104852684,-22.88577967368468,ST,JEE,0
81.14452379095002,56.26101654206062,24.8835072488894,SC,CET,1
54.2673732496884,91.86959655137713,-37.60222330168873,OPEN,CET,0
52.58408605843039,90.07824676360192,-37.49416070517154,TFWS,CET,0
76.5677315784074,66.52706391259895,10.040667665808456,SC,CET,1
77.03175608050532,86.53611403846506,-9.50435795795974,SC,JEE,0
81.87149507491033,64.56102998591241,17.310465088997915,EWS,JEE,1
86.30456668613309,56.79469216679233,29.509874519340755,OBC,JEE,1
98.79260397312673,63.95057614527179,34.84202782785494,TFWS,JEE,1
75.81501741505977,62.94898501556633,12.866032399493442,ST,CET,1
66.1478236470623,70.0297858547007,-3.8819622076384093,OPEN,CET,0
89.75930973843518,73.62100262430789,16.138307114127286,OBC,JEE,1
63.54161256310371,77.629980671648,-14.088368108544287,EWS,CET,0
71.9485710352818,76.2155474601206,-4.266976424838802,OBC,JEE,0
53.922819067113295,67.04501996545538,-13.122200898342086,SC,CET,0
51.267537170772876,56.298094751546316,-5.03055758077344,SC,CET,0
98.13242073389625,81.92702218955321,16.20539854434304,ST,JEE,1
91.79900602561028,72.61064492820726,19.188361097403018,TFWS,CET,1
84.7987103046849,68.29091100374596,16.50779930093894,OPEN,CET,1
70.44764722071349,93.5788764059578,-23.131229185244308,OPEN,CET,0
58.66471600354229,88.23007719701812,-29.56536119347583,EWS,JEE,0
57.8218521335543,93.17056690257368,-35.34871476901938,ST,CET,0
62.512144908229764,77.02673436470451,-14.514589456474745,OPEN,CET,0
77.46133323530603,60.826440719641596,16.634892515664433,TFWS,CET,1
85.72979613500311,85.98185390739663,-0.25205777239351335,SC,JEE,1
83.00986883588656,64.17028320720429,18.839585628682272,ST,CET,1
63.99669484729714,74.6347202745814,-10.638025427284255,OBC,CET,0
97.7432640331597,57.89253510822554,39.85072892493417,ST,JEE,1
86.89484583478843,91.72622390782271,-4.831378073034287,ST,CET,0
77.71770262557004,60.60435852661378,17.11334409895626,TFWS,CET,1
80.5860373117176,95.18783906369428,-14.60180175197668,TFWS,CET,0
70.9800031213895,93.45826180063929,-22.47825867924979,OPEN,JEE,0
62.386549475057876,75.67393301754645,-13.28738354248857,EWS,CET,0
67.79863393256308,88.12438509152759,-20.325751158964508,EWS,CET,0
87.89230552321845,82.56530578490782,5.326999738310633,TFWS,JEE,1
50.719674431487796,90.73686608402966,-40.01719165254186,OPEN,JEE,0
55.80363202534581,74.21532698497309,-18.411694959627276,OPEN,CET,0
52.30013210108764,89.96847754887358,-37.66834544778594,OPEN,CET,0
52.03644011594851,75.57932835939909,-23.542888243450577,TFWS,CET,0
92.77302920055035,96.87297755900433,-4.099948358453972,EWS,JEE,0
85.18289296900119,76.64355848671907,8.539334482282115,OPEN,CET,1
73.70869145436626,75.58655760105097,-1.8778661466847097,TFWS,JEE,1
54.89170803255007,89.9356978395763,-35.043989807026236,OBC,CET,0
74.58079375584163,91.56020728335729,-16.97941352751566,OBC,JEE,0
73.67358853902829,79.6747655872921,-6.001177048263813,SC,JEE,0
58.66009349550076,63.001002700530854,-4.340909205030094,OBC,JEE,0
71.69258246189865,75.81524127761229,-4.122658815713635,ST,CET,0
69.92523671986868,98.07922637948069,-28.15398965961201,SC,JEE,0
80.79250490261083,88.50788559024375,-7.715380687632916,OBC,JEE,0
81.75468254338219,91.09673587262138,-9.342053329239192,ST,CET,0
52.265200488602225,56.46073469745619,-4.195534208853964,OBC,JEE,1
68.73063073132356,75.81974608722011,-7.089115355896553,TFWS,JEE,0
81.29299578571182,83.77464044776121,-2.4816446620493906,ST,CET,0
75.15681292900439,91.93645442144933,-16.779641492444938,OPEN,JEE,0
92.82449205941612,57.19267758443333,35.63181447498278,TFWS,CET,1
82.93468158094726,92.93353041106334,-9.998848830116088,ST,CET,0
58.14672135407149,79.40384168501507,-21.25712033094358,TFWS,CET,0
53.52843737002149,63.78047169063467,-10.252034320613177,OPEN,JEE,0
82.12096391031578,69.11785713201165,13.00310677830413,ST,CET,1
51.32556552708109,67.54586505294445,-16.22029952586336,ST,JEE,0
79.28877906367316,78.62322702583717,0.6655520378359938,TFWS,JEE,0
97.01151207124788,57.30001275604537,39.71149931520251,OBC,JEE,1
78.77370889379395,62.054859053246595,16.718849840547357,ST,JEE,1
69.4084963103261,91.16484043022231,-21.756344119896212,OBC,CET,0
82.16441092211767,60.900877588233094,21.263533333884574,ST,CET,1
72.91264452457582,65.38613399088665,7.526510533689176,EWS,JEE,1
77.28083946579675,75.174991949385,2.1058475164117425,SC,JEE,1
97.07324043882626,78.0118795210432,19.061360917783063,OBC,CET,1
69.30513189003871,88.98066634283006,-19.675534452791354,OBC,CET,0
98.05952819119571,74.90629298664535,23.153235204550356,OPEN,CET,1
95.26753209780318,90.14897563608147,5.11855646172171,EWS,JEE,1
59.78955673946482,82.51641066352286,-22.72685392405804,OPEN,CET,0
53.46806504375827,60.032938404360095,-6.564873360601823,EWS,CET,1
55.038900068871335,61.95674900848132,-6.917848939609982,EWS,CET,0
50.91109128257749,74.4480007825148,-23.53690949993731,TFWS,JEE,0
54.72214803779642,72.66157799246227,-17.939429954665847,TFWS,CET,0
84.15033867081785,88.08771999885961,-3.9373813280417664,TFWS,CET,0
53.55943242301145,80.84280272098215,-27.2833702979707,ST,CET,0
65.94878151468806,72.2719221046001,-6.323140589912029,OPEN,JEE,0
92.24376554847274,62.59883261354216,29.64493293493058,SC,JEE,1
51.163596786791295,65.09425105348453,-13.930654266693232,EWS,CET,0
90.72342412944678,80.60979532187312,10.113628807573662,EWS,JEE,1
64.09273873867,73.84302681804077,-9.750288079370776,OBC,JEE,0
55.90824138108281,77.91427414429991,-22.0060327632171,ST,CET,0
84.83685826820754,62.595145870949395,22.24171239725814,SC,JEE,1
81.4471423389942,84.49932822933317,-3.0521858903389756,TFWS,CET,0
93.87360067635265,92.93797396809053,0.9356267082621201,EWS,JEE,0
86.75355219019428,66.47830805201707,20.275244138177214,OBC,JEE,1
90.17404651924244,76.87238304951629,13.30166346972615,OPEN,CET,1
64.10172862856533,98.41096614143012,-34.3092375128648,EWS,CET,0
58.87197718898614,69.82925745450738,-10.957280265521241,OBC,CET,0
87.53073758204292,81.47956234910737,6.051175232935549,OPEN,JEE,1
90.3417369633632,59.01370865891087,31.32802830445233,ST,JEE,1
99.52525710003366,81.96766761033523,17.55758948969843,TFWS,JEE,1
70.63088384557133,58.9886139120555,11.642269933515834,OPEN,JEE,1
68.60090428963916,97.68597687191007,-29.08507258227091,EWS,CET,0
88.82064803709984,86.84698801721785,1.97366001988199,SC,CET,1
67.0401770126509,90.07311057203893,-23.032933559388027,OPEN,CET,0
96.53786628017824,86.33264405433783,10.205222225840402,SC,CET,1
92.9206375921506,81.24294210540273,11.677695486747865,SC,CET,1
71.44970136875092,75.021118758305,-3.571417389554071,OPEN,JEE,0
87.54355338957487,93.19761539936728,-5.654062009792412,ST,JEE,0
87.72714370423412,97.5791872056663,-9.852043501432178,OPEN,CET,0
55.15619344179663,77.20710969423162,-22.050916252434988,OBC,JEE,0
95.12764533397834,96.45330968740916,-1.325664353430824,TFWS,JEE,0
75.26261862239286,80.95831449448903,-5.695695872096167,SC,JEE,0
91.32287330538708,78.95809631689127,12.364776988495805,TFWS,CET,1
66.00248005153058,75.22448161651337,-9.22200156498279,EWS,JEE,0
94.77616142481003,64.31330538809033,30.4628560367197,SC,CET,1
69.46008393670816,55.16552490640363,14.294559030304526,EWS,JEE,1
50.54188257401492,65.74702709509472,-15.205144521079802,OBC,JEE,0
